Shot Chart Detail,0021400124,347,200794,Paul Millsap,1610612737,Atlanta Hawks,3,2,6,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,0,1,1
Shot Chart Detail,0021400124,438,200794,Paul Millsap,1610612737,Atlanta Hawks,4,6,14,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,-2,1,1
Shot Chart Detail,0021400124,477,200794,Paul Millsap,1610612737,Atlanta Hawks,4,3,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,119,222,1,0
Shot Chart Detail,0021400124,499,200794,Paul Millsap,1610612737,Atlanta Hawks,4,1,46,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,6,1,0
Shot Chart Detail,0021400133,2,200794,Paul Millsap,1610612737,Atlanta Hawks,1,11,34,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-171,0,1,1
Shot Chart Detail,0021400133,45,200794,Paul Millsap,1610612737,Atlanta Hawks,1,5,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,15,1,1
Shot Chart Detail,0021400133,50,200794,Paul Millsap,1610612737,Atlanta Hawks,1,5,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,149,3,1,1
Shot Chart Detail,0021400133,62,200794,Paul Millsap,1610612737,Atlanta Hawks,1,3,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,201,159,1,0
Shot Chart Detail,0021400133,78,200794,Paul Millsap,1610612737,Atlanta Hawks,1,1,59,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,43,78,1,0
Shot Chart Detail,0021400133,174,200794,Paul Millsap,1610612737,Atlanta Hawks,2,5,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,125,224,1,0
Shot Chart Detail,0021400133,204,200794,Paul Millsap,1610612737,Atlanta Hawks,2,2,57,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,81,60,1,0
Shot Chart Detail,0021400133,219,200794,Paul Millsap,1610612737,Atlanta Hawks,2,2,24,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,7,1,1
Shot Chart Detail,0021400133,230,200794,Paul Millsap,1610612737,Atlanta Hawks,2,1,10,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,23,1,0
Shot Chart Detail,0021400133,231,200794,Paul Millsap,1610612737,Atlanta Hawks,2,1,8,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,1,1,1
Shot Chart Detail,0021400133,234,200794,Paul Millsap,1610612737,Atlanta Hawks,2,0,36,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-68,31,1,1
Shot Chart Detail,0021400133,237,200794,Paul Millsap,1610612737,Atlanta Hawks,2,0,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-71,156,1,1
Shot Chart Detail,0021400133,299,200794,Paul Millsap,1610612737,Atlanta Hawks,3,6,13,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,23,1,0
Shot Chart Detail,0021400155,11,200794,Paul Millsap,1610612737,Atlanta Hawks,1,11,10,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,24,64,1,0
Shot Chart Detail,0021400155,18,200794,Paul Millsap,1610612737,Atlanta Hawks,1,10,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,9,1,1
Shot Chart Detail,0021400155,24,200794,Paul Millsap,1610612737,Atlanta Hawks,1,9,25,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,102,119,1,1
